"cells","groupID.1","groupID.2","groupID.3","groupID.4","groupID.5","groupID.6","groupID.7","groupID.8","groupID.9","groupID.10","groupID.11","groupID.12","groupID.13","groupID.14","groupID.15","groupID.16","groupID.17","groupID.18","groupID.19","groupID.20","groupID.21","groupID.22","groupID.23","groupID.24","groupID.25","groupID.26","groupID.27","groupID.28","x","y","wq"
767,81844.1533344959,100863.917508182,123653.356445909,178640.913454682,173984.112246477,158329.841680359,67364.6197848498,166868.197466685,149428.786932472,113827.318077988,76847.162060101,143231.959105452,35960.8617895647,32826.1289287504,33328.0475159838,36354.4361585468,53503.4352604641,58866.5910191807,85536.5574842738,96235.2609204784,104968.601056847,108689.512215109,81831.9008612706,72913.0980611654,118594.193918257,136939.634123107,39519.5659379406,34279.2351235004,673994.566262419,8188327.63808474,0.666693062361349
768,83009.5788838695,102029.343057556,124818.781995283,179806.339004055,175149.53779585,159495.267229732,68530.0453342235,168033.623016058,150594.212481845,114992.743627361,78012.5876094747,144397.384654825,34795.436240191,31660.7033793768,30514.4613487497,33540.8499913127,50689.84909323,56053.0048519466,82722.9713170397,93421.6747532443,102155.014889613,105875.926047875,79018.3146940365,70099.5118939313,115780.607751023,134126.047955873,40573.9985778501,33113.8095741267,677115.518985737,8188327.63808474,0.679034089083211
769,84341.4937974394,103361.257971126,126150.696908852,181138.253917625,176481.45270942,160827.182143302,69861.9602477934,169365.537929628,151926.127395415,116324.658540931,79344.5025230446,145729.299568395,33463.5213266211,30328.7884658069,28005.2888509938,30325.3229430452,47474.3220449624,52837.4778036791,79507.4442687722,90206.1477049768,98939.487841345,102660.398999607,75802.787645769,66883.9848456638,112565.080702755,130910.520907606,41905.91349142,31781.8946605568,680236.471709056,8188327.63808474,0.68308534116331
770,85673.4087110094,104693.172884696,127482.611822422,182470.168831195,177813.36762299,162159.097056872,71193.8751613634,170697.452843198,153258.042308985,117656.573454501,80676.4174366145,147061.214481965,32131.6064130512,28996.873552237,26437.9224205867,27109.7958947777,44258.7949966949,49621.9507554115,76291.9172205046,86990.6206567092,95723.9607930774,99444.8719513398,72587.2605975015,63668.4577973963,109349.553654488,127694.993859338,43237.8284049899,31448.9159321644,683357.424432374,8188327.63808474,0.709549584081778
771,87005.3236245793,106025.087798265,128814.526735992,183802.083744765,179145.28253656,163491.011970442,72525.7900749333,172029.367756768,154589.957222555,118988.488368071,82008.3323501844,148393.129395535,30799.6914994813,27664.9586386671,25106.0075070168,23894.2688465102,41043.2679484273,46406.423707144,73076.3901722371,83775.0936084417,92508.4337448099,96229.3449030723,69371.7335492339,60452.9307491287,106134.02660622,124479.466811071,44569.7433185598,32780.8308457343,686478.377155693,8188327.63808474,0.70299633395045
772,88170.7491739529,107190.513347639,129979.952285366,184967.509294138,180310.708085933,164656.437519815,73691.2156243069,173194.793306141,155755.382771928,120153.913917444,83173.7578995581,149558.554944908,29634.2659501076,28164.4267312558,23940.5819576431,21787.0372297877,38229.6817811932,43592.8375399099,70262.804005003,80961.5074412076,89694.8475775758,93415.7587358382,66558.1473819999,57639.3445818946,103320.440438986,121665.880643837,45735.1688679335,33946.2563951079,689599.329879011,8188327.63808474,0.68268349856246
773,91386.2762222204,110406.040395907,133195.479333633,188183.036342406,183526.235134201,167871.964568083,76906.7426725744,176410.320354409,158970.909820196,123369.440965712,86389.2849478256,152774.081993176,28302.3510365377,29496.3416448257,22608.6670440732,20455.1223162178,35014.1547329257,40377.3104916423,67047.2769567355,77745.9803929401,86479.3205293083,90200.2316875706,63342.6203337323,54423.8175336271,100104.913390719,118450.353595569,48322.8252046352,35278.1713086778,692720.28260233,8188327.63808474,0.73660646012174
774,93424.5456863019,112444.309859988,135233.748797715,190221.305806487,185564.504598282,169910.234032164,78945.0121366559,178448.58981849,161009.179284277,125407.710429793,88427.5544119071,154812.351457257,29301.2872217152,30828.2565583956,21276.7521305033,19123.2074026479,31798.6276846582,37161.7834433748,63831.749908468,74530.4533446726,83263.7934810407,86984.7046393031,60127.0932854648,51208.2904853595,96889.3863424511,115234.826547301,50125.6431518795,36610.0862222477,695841.235325648,8188327.63808474,0.76320405207227
775,96169.169700895,115188.933874581,137978.372812308,192965.92982108,188309.128612875,172654.858046757,81689.636151249,181193.213833083,163753.80329887,128152.334444386,91172.1784265002,157556.97547185,30633.2021352851,32160.1714719655,20277.8159453259,17791.292489078,28583.1006363907,33946.2563951073,60616.2228602004,71314.9262964051,80048.2664327732,83769.1775910356,56911.5662371973,47992.763437092,93673.8592941836,112019.299499034,52399.3641327982,37942.0011358176,698962.188048966,8188327.63808474,0.811654247165261
776,99384.6967491625,118404.460922849,141193.899860575,196181.456869348,191524.655661143,175870.385095025,84905.1631995165,184408.740881351,166969.330347138,131367.861492654,94387.7054747677,160772.502520118,31965.117048855,33492.0863855354,20777.2840379146,16459.3775755081,25367.5735881232,30730.7293468398,57400.6958119329,68099.3992481376,76832.7393845057,80553.6505427681,53696.0391889297,44777.2363888245,90458.332245916,108803.772450766,55065.5043084456,39273.9160493875,702083.140772285,8188327.63808474,0.835356032148823
777,102198.282916397,121218.047090083,144007.486027809,198995.043036582,194338.241828377,178683.971262259,87718.7493667506,187222.327048585,169782.916514372,134181.447659888,97201.2916420018,163586.088687352,33130.5425982286,34657.511934909,21942.7095872883,17291.8243964893,22553.9874208891,27917.1431796057,54587.1096446988,65285.8130809035,74019.1532172717,77740.064375534,50882.4530216956,41963.6502215904,87644.7460786819,105990.186283532,57879.0904756797,40439.3415987612,705204.093495603,8188327.63808474,0.84089882181614
778,105413.809964664,124433.57413835,147223.013076076,202210.570084849,197553.768876644,181899.498310526,90934.2764150181,190437.854096852,172998.443562639,137396.974708155,100416.818690269,166801.615735619,34462.4575117985,35989.426848479,23274.6245008582,18623.7393100592,19338.4603726216,24701.6161313382,51371.5825964313,62070.286032636,70803.6261690042,74524.5373272665,47666.9259734281,38748.1231733228,84429.2190304144,102774.659235265,61094.6175239472,41771.2565123311,708325.046218922,8188327.63808474,0.851202805375704
782,117873.977276701,136893.741450387,159683.180388113,214670.737396885,210013.93618868,194359.665622562,103394.443727055,202898.021408888,185458.610874676,149857.142020192,112876.986002306,179261.783047655,42919.9490376028,45153.2729247948,31261.2129929879,26610.327802189,10174.6142963058,12241.4488193016,38911.4152843945,49610.1187205993,58343.4588569675,62064.3700152299,35206.7586613914,26287.9558612862,71969.0517183779,90314.491923228,73554.7848359838,51641.4571391586,720808.857112196,8188327.63808474,0.976491824468021
789,139578.784852506,158598.549026192,181387.987963918,220782.674856074,226909.315283131,216064.473198367,125099.251302861,224602.828984693,207163.418450481,171561.949595997,134581.793578112,200966.59062346,64624.7566134087,66858.0805006007,52966.0205687938,48315.1353779948,22622.9495735301,15692.4273844063,17206.6077085888,27905.3111447935,36638.6512811616,40359.562439424,13501.9510855857,6976.32778619845,50264.2441425721,68609.6843474224,95259.5924117897,73346.2647149644,742655.526175425,8188327.63808474,1.18538016062271
790,142794.311900774,161814.076074459,184603.515012185,217567.147807806,223693.788234863,219280.000246635,128314.778351128,227818.356032961,210378.945498748,174777.476644264,137797.320626379,204182.117671728,67840.2836616762,70073.6075488682,56181.5476170613,51530.6624262623,25838.4766217976,18907.9544326738,13991.0806603213,24689.784096526,33423.1242328941,37144.0353911565,10286.4240373181,6466.76042017806,47048.7170943046,65394.1572991549,98475.1194600572,76561.791763232,745776.478898744,8188327.63808474,1.3236965703994
791,146009.838949041,165029.603122727,187819.042060453,214351.620759539,220478.261186596,222495.527294902,131530.305399396,231033.883081228,213594.472547016,177993.003692532,141012.847674647,207397.644719995,71055.8107099437,73289.1345971357,59397.0746653289,54746.1894745299,29054.0036700651,22123.4814809413,10775.5536120538,21474.2570482585,30207.5971846266,33928.508342889,7777.25153956223,7569.13983431694,43833.190046037,62178.6302508873,101690.646508325,79777.3188114995,748897.431622062,8188327.63808474,1.96689180012804
822,81458.9454775643,100478.709651251,123268.148588977,178255.70559775,173598.904389545,157944.633823427,66979.4119279183,166482.989609753,149043.57907554,113442.110221056,76461.9542031695,142846.75124852,70751.3970404654,63849.4399102559,72592.1615867913,75618.5502293543,92767.5493312717,98130.7050899883,127464.501382221,138163.204818426,146896.544954794,150617.456113056,121096.014932078,112177.212131973,160522.137816204,178867.578021053,48180.9568877491,59769.4354593316,633422.180859279,8185186.89073527,0.709574000889876
823,80293.5199281907,99313.284101877,122102.723039604,177090.280048376,172433.478840171,156779.208274053,65813.9863785446,165317.564060379,147878.153526166,112276.684671682,75296.5286537958,141681.325699146,67937.8108732313,61035.8537430218,69778.5754195573,72804.9640621203,89953.9631640376,95317.1189227542,124650.915214987,135349.618651192,144082.95878756,147803.869945822,118282.428764844,109363.625964739,157708.55164897,176053.991853819,46152.2091099723,56955.8492920975,636543.133582597,8185186.89073527,0.700574244695193
824,78961.6050146208,97981.3691883071,120770.808126034,175758.365134807,171101.563926602,155447.293360484,64482.0714649747,163985.64914681,146546.238612597,110944.769758113,73964.6137402259,140349.410785576,64722.2838249638,57820.3266947543,66563.0483712897,69589.4370138528,86738.43611577,92101.5918744867,121435.38816672,132134.091602924,140867.431739292,144588.342897555,115066.901716577,106148.098916471,154493.024600702,172838.464805552,44192.4234848365,53740.32224383,639664.086305915,8185186.89073527,0.759430222511095
826,76297.7751874809,95317.5393611675,118106.978298894,173094.535307667,168437.734099462,152783.463533344,61818.2416378349,161321.81931967,143882.408785457,108280.939930973,71300.7839130861,137685.580958437,58291.2297284287,51389.2725982192,60131.9942747547,63158.3829173177,80307.382019235,85670.5377779516,115004.334070185,125703.037506389,134436.377642757,138157.28880102,108635.847620042,99717.0448199364,148061.970504167,166407.410709017,40743.7552682393,47780.1711809694,645905.991752552,8185186.89073527,0.682585502202354
827,74965.860273911,93985.6244475977,116775.063385324,171762.620394097,167105.819185892,151451.548619774,60486.326724265,159989.9044061,142550.493871887,106949.025017403,69968.8689995162,136353.666044867,55075.7026801612,48173.7455499517,56916.4672264871,59942.8558690502,77091.8549709674,82455.0107296841,111788.807021917,122487.510458122,131220.85059449,134941.761752752,105420.320571774,96501.5177716689,144846.4434559,163191.88366075,39411.8403546694,44564.6441327018,649026.944475871,8185186.89073527,0.703935153804154
828,73800.4347245374,92820.1988982241,115609.637835951,170597.194844724,165940.393636519,150286.1230704,59320.9011748913,158824.478856727,141385.068322514,105783.59946803,68803.4434501425,135188.240495493,52262.1165129271,45360.1593827176,54102.881059253,57129.2697018161,74278.2688037333,79641.42456245,108975.220854683,119673.924290888,128407.264427256,132128.175585518,102606.73440454,93687.9316044348,142032.857288666,160378.297493516,38246.4148052958,41751.0579654677,652147.897199189,8185186.89073527,0.746319729223146
829,72468.5198109676,91488.2839846543,114277.722922381,169265.279931154,164608.478722949,148954.208156831,57988.9862613214,157492.563943157,140053.153408944,104451.68455446,67471.5285365727,133856.325581923,49046.5894646596,42144.6323344501,50887.3540109855,53913.7426535485,71062.7417554658,76425.8975141824,105759.693806416,116458.39724262,125191.737378988,128912.648537251,99391.2073562725,90472.4045561672,138817.330240398,157162.770445248,36914.4998917259,39006.4339508746,655268.849922508,8185186.89073527,0.673068584084569
830,72135.5410825751,91155.3052562619,113944.744193989,168932.301202761,164275.499994556,148621.229428438,57656.0075329289,157159.585214764,139720.174680551,104118.705826067,67138.5498081802,133523.346853531,45831.062416392,38929.1052861826,47671.826962718,50698.215605281,67847.2147071983,73210.3704659149,102544.166758148,113242.870194353,121976.210330721,125697.121488983,96175.680308005,87256.8775078997,135601.803192131,153947.243396981,35582.584978156,37556.7932788861,658389.802645826,8185186.89073527,0.717263134345134
831,73467.455996145,92487.2201698317,115276.659107558,170264.216116331,165607.414908126,149953.144342008,58987.9224464988,158491.500128334,141052.089594121,105450.620739637,68470.4647217501,134855.261767101,42615.5353681245,35713.578237915,44456.2999144504,47482.6885570135,64631.6876589308,69994.8434176474,99328.6397098805,110027.343146085,118760.683282453,122481.594440716,92960.1532597374,84041.3504596321,132386.276143864,150731.716348713,34250.6700645861,36224.8783653162,661510.755369145,8185186.89073527,0.704479404777627
832,74632.8815455186,93652.6457192053,116442.084656932,171429.641665705,166772.8404575,151118.569891382,60153.3479958725,159656.925677708,142217.515143495,106616.046289011,69635.8902711237,136020.687316474,39801.9492008904,33606.3466211925,41642.7137472164,44669.1023897794,61818.1014916967,67181.2572504133,96515.0535426464,107213.756978851,115947.097115219,119668.008273482,90146.5670925033,81227.7642923981,129572.68997663,147918.130181479,34195.173609854,35059.4528159425,664631.708092463,8185186.89073527,0.674866667771613
833,75964.7964590885,94984.5606327751,117773.999570502,172761.556579275,168104.75537107,152450.484804951,61485.2629094424,160988.840591277,143549.430057065,107947.96120258,70967.8051846936,137352.602230044,36586.4221526229,32274.4317076226,38427.1866989488,41453.5753415119,58602.5744434291,63965.7302021458,93299.5264943788,103998.229930583,112731.570066952,116452.481225214,86931.0400442358,78012.2372441305,126357.162928362,144702.603133212,35194.1097950314,33727.5379023726,667752.660815782,8185186.89073527,0.703590083396392
834,77296.7113726584,96316.4755463449,119105.914484072,174093.471492844,169436.670284639,153782.399718521,62817.1778230124,162320.755504847,144881.344970634,109279.87611615,72299.7200982635,138684.517143614,34077.249654867,30942.5167940527,35211.6596506813,38238.0482932443,55387.0473951616,60750.2031538782,90083.9994461113,100782.702882316,109516.043018684,113236.954176946,83715.5129959683,74796.710195863,123141.635880094,141487.076084944,35638.081432888,32395.6229888027,670873.6135391,8185186.89073527,0.722223030223898
835,78628.6262862283,97648.3904599147,120437.829397641,175425.386406414,170768.585198209,155114.314632091,64149.0927365823,163652.670418417,146213.259884204,110611.79102972,73631.6350118335,140016.432057184,32745.3347412971,29610.6018804828,31996.1326024138,35022.5212449768,52171.5203468941,57534.6761056107,86868.4723978438,97567.1758340484,106300.515970417,110021.427128679,80499.9859477007,71581.1831475954,119926.108831827,138271.549036677,36304.038889673,31063.7080752328,673994.566262419,8185186.89073527,0.681384222098812
838,82457.8816627418,101477.645836428,124267.084774155,179254.641782927,174597.840574722,158943.570008604,67978.3481130958,167481.92579493,150042.515260717,114441.046406233,77460.8903883469,143845.687433697,28916.0793647836,25781.3465039694,23457.8468891563,25777.8809812077,42926.8800831249,48290.0358418415,77623.8321340746,88322.5355702792,97055.8757066474,100776.78686491,71255.3456839315,62336.5428838263,110681.468568058,129026.908772908,40022.3013567223,28233.3888838968,683357.424432374,8185186.89073527,0.662833446850274
839,84025.2480931489,103045.012266835,125834.451204562,180822.008213334,176165.207005129,160510.936439011,69545.7145435029,169049.292225337,151609.881691124,116008.41283664,79028.256818754,145413.053864104,27584.1644512137,24449.4315903995,21890.4804587492,22562.3539329402,39711.3530348573,45074.508793574,74408.305085807,85107.0085220116,93840.3486583798,97561.2598166422,68039.818635664,59121.0158355587,107465.94151979,125811.381724641,41511.1839481837,29565.3037974667,686478.377155693,8185186.89073527,0.649704800721717
840,86838.834260383,105858.598434069,128648.037371796,183635.594380568,178978.793172363,163324.522606245,72359.300710737,171862.878392571,154423.467858358,118821.999003874,81841.8429859881,148226.640031338,26418.73890184,24948.8996829882,20725.0549093755,19748.7677657061,36897.7668676233,42260.9226263399,71594.718918573,82293.4223547776,91026.7624911457,94747.6736494081,65226.2324684299,56307.4296683246,104652.355352556,122997.795557406,43775.3832427977,30730.7293468403,689599.329879011,8185186.89073527,0.671279425737947
841,88877.1037244645,107896.867898151,130686.306835877,185673.86384465,181017.062636445,165362.792070327,74397.5701748185,173901.147856653,156461.73732244,120860.268467956,83880.1124500696,150264.90949542,25086.8239882701,26280.8145965581,19393.1399958056,17239.5952679502,33682.2398193557,39045.3955780723,68379.1918703055,79077.8953065101,87811.2354428782,91532.1466011406,62010.7054201624,53091.9026200571,101436.828304289,119782.268509139,45578.201190042,32062.6442604102,692720.28260233,8185186.89073527,0.826407124835908
842,91621.7277390576,110641.491912744,133430.93085047,188418.487859243,183761.686651038,168107.41608492,77142.1941894116,176645.771871246,159206.361337033,123604.892482549,86624.7364646627,153009.533510013,26085.7601734476,27612.729510128,18061.2250822357,15907.6803543803,30466.7127710882,35829.8685298048,65163.664822038,75862.3682582426,84595.7083946107,88316.619552873,58795.1783718948,49876.3755717895,98221.301256021,116566.741460871,47851.9221709607,33394.5591739801,695841.235325648,8185186.89073527,0.814995350781191
843,94837.2547873251,113857.018961011,136646.457898738,191634.01490751,186977.213699305,171322.943133187,80357.7212376791,179861.298919513,162421.8883853,126820.419530817,89840.2635129302,156225.06055828,27417.6750870175,28944.6444236979,17062.2888970583,14575.7654408104,27251.1857228207,32614.3414815373,61948.1377737704,72646.8412099751,81380.1813463432,85101.0925046055,55579.6513236273,46660.848523522,95005.7742077535,113351.214412604,50518.0623466081,34726.47408755,698962.188048966,8185186.89073527,0.750328104752415
844,98052.7818355926,117072.546009279,139861.984947005,194849.541955778,190192.740747573,174538.470181455,83573.2482859466,183076.825967781,165637.415433568,130035.946579084,93055.7905611977,159440.587606548,28749.5900005874,30276.5593372678,17561.756989647,13243.8505272405,24035.6586745532,29398.8144332698,58732.6107255029,69431.3141617076,78164.6542980757,81885.565456338,52364.1242753597,43445.3214752545,91790.247159486,110135.687364336,53733.5893948756,36058.3890011199,702083.140772285,8185186.89073527,0.941872756801515
845,100866.368002827,119886.132176513,142675.571114239,197663.128123012,193006.326914807,177352.056348689,86386.8344531806,185890.412135015,168451.001600802,132849.532746318,95869.3767284318,162254.173773782,29915.015549961,31441.9848866414,18727.1825390207,14076.2973482217,21222.0725073191,26585.2282660357,55919.0245582688,66617.7279944735,75351.0681308416,79071.979289104,49550.5381081256,40631.7353080204,88976.6609922519,107322.101197102,56547.1755621097,37223.8145504936,705204.093495603,8185186.89073527,0.977742018198572
846,104081.895051094,123101.659224781,145891.098162506,200878.655171279,196221.853963074,180567.583396956,89602.3615014481,189105.939183282,171666.528649069,136065.059794586,99084.9037766993,165469.700822049,31246.9304635309,32773.8998002114,20059.0974525906,15408.2122617916,18006.5454590516,23369.7012177682,52703.4975100013,63402.200946206,72135.5410825741,75856.4522408365,46335.0110598581,37416.2082597528,85761.1339439844,104106.574148835,59762.7026103772,38555.7294640635,708325.046218922,8185186.89073527,0.894684507789349
848,110512.949147629,129532.713321316,152322.152259041,207309.709267814,202652.908059609,186998.637493491,96033.4155979832,195536.993279817,178097.582745604,142496.11389112,105515.957873234,171900.754918584,35558.9209085312,37792.2447957232,23900.1848639164,19249.2996731174,11575.4913625166,16938.6471212332,46272.4434134662,56971.1468496709,65704.4869860391,69425.3981443015,39903.956963323,30985.1541632178,79330.0798474494,97675.5200522996,66193.7567069123,44280.429010087,714566.951665559,8185186.89073527,0.956468028798316
851,119757.589411398,138777.353585084,161566.79252281,216554.349531583,211897.548323378,196243.27775726,105278.055861752,204781.633543586,187342.223009373,151740.754154889,114760.598137004,181145.395182353,44803.5611723003,47036.8850594924,33144.8251276855,28493.9399368865,5627.1723344683,7694.00685746408,37027.803149697,47726.5065859017,56459.84672227,60180.7578805323,30659.3166995539,21740.5138994487,70085.4395836803,88430.8797885305,75438.3969706814,53525.0692738562,723929.809835514,8185186.89073527,1.00789150134822
855,132217.756723435,151237.520897121,174026.959834846,228143.702985145,224357.715635414,208703.445069296,117738.223173789,217241.800855622,199802.390321409,164200.921466926,127220.76544904,193605.562494389,57263.728484337,59497.0523715291,45604.9924397222,40954.1072489232,15261.9214444585,8331.39925533472,24567.6358376604,35266.3392738651,43999.6794102333,47720.5905684956,18199.1493875172,9280.34658741206,57625.2722716437,75970.7124764939,87898.5642827181,65985.2365858929,736413.620728788,8185186.89073527,1.43731341084481
856,135433.283771703,154453.047945388,177242.486883114,224928.175936878,227573.242683681,211918.972117563,120953.750222057,220457.327903889,203017.917369677,167416.448515193,130436.292497308,196821.089542656,60479.2555326046,62712.5794197966,48820.5194879897,44169.6342971907,18477.448492726,11546.9263036022,21352.1087893929,32050.8122255975,40784.1523619657,44505.0635202281,14983.6223392497,6241.40817677245,54409.7452233762,72755.1854282264,91114.0913309857,69200.7636341604,739534.573452107,8185186.89073527,1.64481169799128
857,138246.869938937,157266.634112622,180056.073050348,222114.589769644,228241.230196701,214732.558284797,123767.336389291,223270.914071123,205831.503536911,170230.034682427,133249.878664542,199634.67570989,63292.8416998387,65526.1655870307,51634.1056552238,46983.2204644248,21291.0346599601,14360.5124708363,18538.5226221588,29237.2260583635,37970.5661947317,41691.477352994,12170.0361720157,4349.42953002385,51596.1590561421,69941.5992609924,93927.6774982198,72014.3498013945,742655.526175425,8185186.89073527,1.42230813291152
858,141462.396987204,160482.16116089,183271.600098615,218899.062721376,225025.703148433,217948.085333065,126982.863437558,226486.441119391,209047.030585178,173445.561730694,136465.405712809,202850.202758158,66508.3687481062,68741.6926352983,54849.6327034914,50198.7475126923,24506.5617082276,17576.0395191038,15322.9955738913,26021.699010096,34755.0391464641,38475.9503047265,8954.50912374815,3780.99928479417,48380.6320078745,66726.0722127248,97143.2045464873,75229.876849662,745776.478898744,8185186.89073527,2.43762028070639
885,85138.4445139835,104158.20868767,126947.647625396,181935.204634169,177278.403425964,161624.132859846,70658.9109643375,170162.488646172,152723.078111959,117121.609257475,80141.4532395887,146526.250284938,85261.6658513957,78359.7087211863,87102.4303977217,90128.8190402848,107277.818142202,112640.973900919,144305.621291899,155004.324728103,163737.664864471,167458.576022733,137937.134841756,128685.353313259,177363.257725881,195708.697930731,62691.2256986795,74279.704270262,617817.417242686,8182046.1433858,0.719615523590857
886,83806.5296004136,102826.2937741,125615.732711826,180603.289720599,175946.488512394,160292.217946276,69326.9960507676,168830.573732602,151391.163198389,115789.694343905,78809.5383260188,145194.335371369,82046.1388031282,75144.1816729188,83886.9033494542,86913.2919920173,104062.291093935,109425.446852651,141090.094243631,151788.797679836,160522.137816204,164243.048974466,134721.607793489,125469.826264991,174147.730677613,192493.170882463,59475.698650412,71064.1772219945,620938.369966005,8182046.1433858,0.723714234267323
887,82641.1040510399,101660.868224726,124450.307162452,179437.864171225,174781.06296302,159126.792396902,68161.5705013939,167665.148183228,150225.737649015,114624.268794531,77644.1127766451,144028.909821995,79232.5526358941,72330.5955056847,81073.3171822201,84099.7058247832,101248.704926701,106611.860685417,138276.508076397,148975.211512602,157708.55164897,161429.462807232,131908.021626255,122656.240097757,171334.144510379,189679.584715229,56662.1124831779,68250.5910547605,624059.322689323,8182046.1433858,0.749180464989623
888,81309.18913747,100328.953311156,123118.392248883,178105.949257655,173449.14804945,157794.877483332,66829.655587824,166333.233269658,148893.822735445,113292.353880961,76312.1978630752,142696.994908425,76017.0255876266,69115.0684574172,77857.7901339526,80884.1787765156,98033.1778784331,103396.33363715,135060.98102813,145759.684464334,154493.024600702,158213.935758964,128692.494577987,119440.713049489,168118.617462112,186464.057666962,53446.5854349104,65035.064006493,627180.275412642,8182046.1433858,0.69274646423194
889,79977.2742239001,98997.0383975863,121786.477335313,176774.034344086,172117.233135881,156462.962569763,65497.7406742541,165001.318356089,147561.907821876,111960.438967392,74980.2829495053,141365.079994855,72801.4985393591,65899.5414091497,74642.2630856851,77668.6517282481,94817.6508301655,100180.806588882,131845.453979863,142544.157416067,151277.497552435,154998.408710697,125476.96752972,116225.186001222,164903.090413845,183248.530618694,50231.0583866428,61819.5369582254,630301.22813596,8182046.1433858,0.681231273926816
893,74816.1039338167,93835.8681075031,116625.30704523,171612.864054003,166956.062845798,151301.79227968,60336.5703841706,159840.148066006,142400.737531793,106799.268677309,69819.1126594219,136203.909704772,60341.3312273225,53439.374097113,62182.0957736485,65208.4844162115,82357.4835181288,87720.6392768455,119385.286667826,130083.990104031,138817.330240398,142538.241398661,113016.800217683,103765.018689185,152442.923101808,170788.363306658,39968.4385650867,49359.3696461887,642785.039029234,8182046.1433858,0.702346099906448
894,73484.1890202468,92503.9531939333,115293.39213166,170280.949140433,165624.147932228,149969.87736611,59004.6554706007,158508.233152436,141068.822618223,105467.353763739,68487.197745852,134871.994791202,57125.804179055,50223.8470488455,58966.5687253809,61992.957367944,79141.9564698613,84505.1122285779,116169.759619558,126868.463055763,135601.803192131,139322.714350393,109801.273169415,100549.491640918,149227.396053541,167572.836258391,38008.6529399509,46143.8425979212,645905.991752552,8182046.1433858,0.726480838733752
895,72152.2741066769,91172.0382803635,113961.47721809,168949.034226863,164292.233018658,148637.96245254,57672.7405570308,157176.318238866,139736.907704653,104135.438850169,67155.2828322821,133540.079877633,53910.2771307874,47008.320000578,55751.0416771134,58777.4303196765,75926.4294215937,81289.5851803104,112954.232571291,123652.936007495,132386.276143864,136107.187302126,106585.746121148,97333.9645926501,146011.869005274,164357.309210123,36598.2541874353,43399.2185833281,649026.944475871,8182046.1433858,0.698905026897739
896,70986.8485573033,90006.6127309899,112796.051668717,167783.608677489,163126.807469284,147472.536903166,56507.3150076572,156010.892689492,138571.482155279,102970.013300795,65989.8572829084,132374.654328259,51096.6909635534,44194.7338333439,52937.4555098793,55963.8441524424,73112.8432543596,78475.9990130763,110140.646404057,120839.349840261,129572.68997663,133293.601134892,103772.159953914,94520.378425416,143198.28283804,161543.723042889,35432.8286380616,40585.632416094,652147.897199189,8182046.1433858,0.721903362589511
897,69654.9336437334,88674.6978174201,111464.136755147,166451.69376392,161794.892555715,146140.621989596,55175.4000940873,154678.977775923,137239.56724171,101638.098387226,64657.9423693385,131042.739414689,47881.1639152858,40979.2067850763,49721.9284616118,52748.3171041748,69897.3162060921,75260.4719648087,106925.119355789,117623.822791994,126357.162928362,130078.074086624,100556.632905646,91304.8513771484,139982.755789772,158328.195994622,34100.9137244917,37370.1053678265,655268.849922508,8182046.1433858,0.720119413623613
898,69321.9549153409,88341.7190890277,111131.158026754,166118.715035527,161461.913827322,145807.643261204,54842.4213656948,154345.99904753,136906.588513317,101305.119658833,64324.963640946,130709.760686297,44665.6368670183,37763.6797368088,46506.4014133442,49532.7900559073,66681.7891578246,72044.9449165412,103709.592307522,114408.295743726,123141.635880094,126862.547038357,97341.1058573787,88089.3243288809,136767.228741505,155112.668946354,32768.9988109218,34743.2071116519,658389.802645826,8182046.1433858,0.710279690484945
899,70653.8698289108,89673.6340025975,112463.072940324,167450.629949097,162793.828740892,147139.558174774,56174.3362792647,155677.9139611,138238.503426887,102637.034572403,65656.8785545159,132041.675599867,41450.1098187508,34548.1526885413,43290.8743650767,46317.2630076397,63466.2621095571,68829.4178682737,100494.065259254,111192.768695459,119926.108831827,123647.019990089,94125.5788091111,84873.7972806134,133551.701693237,151897.141898087,31437.0838973519,33411.292198082,661510.755369145,8182046.1433858,0.726021422234214
900,71819.2953782845,90839.0595519711,113628.498489698,168616.055498471,163959.254290265,148304.983724147,57339.7618286384,156843.339510473,139403.928976261,103802.460121776,66822.3041038896,133207.10114924,38636.5236515167,31734.5665213072,40477.2881978426,43503.6768404056,60652.675942323,66015.8317010396,97680.4790920201,108379.182528225,117112.522664593,120833.433822855,91311.992641877,82060.2111133792,130738.115526003,149083.555730853,31381.5874426198,32245.8666487083,664631.708092463,8182046.1433858,0.72149865276055
901,73151.2102918544,92170.9744655409,114960.413403268,169947.97041204,165291.169203835,149636.898637717,58671.6767422083,158175.254424043,140735.84388983,105134.375035346,68154.2190174595,134539.01606281,35420.9966032491,29460.8455403885,37261.7611495751,40288.1497921381,57437.1488940554,62800.3046527721,94464.9520437525,105163.655479957,113896.995616325,117617.906774588,88096.4655936095,78844.6840651117,127522.588477736,145868.028682586,32380.5236277973,30913.9517351384,667752.660815782,8182046.1433858,0.7373723327771
